time setHForeLeft setHHindLeft setHForeRight setHHindRight realHForeLeft realHHindLeft realHForeRight realHHindRight distance
0.442 0.152599 0.0221701 -0.0209228 0.0211087 0.0715949 0.0591353 -0.0577058 -0.0586338 0
0.444 0.154755 0.0242514 -0.0230513 0.0232168 0.0732581 0.0574916 -0.0560666 -0.0569968 0
0.446 0.156868 0.0262879 -0.0251353 0.0252812 0.0749303 0.0558391 -0.0544195 -0.0553512 0
0.448 0.158938 0.0282778 -0.0271731 0.0273 0.0766104 0.0541788 -0.0527656 -0.0536982 0
0.45 0.160962 0.0302195 -0.0291629 0.0292716 0.0782974 0.052512 -0.0511059 -0.0520388 0
0.452 0.162939 0.0321112 -0.031103 0.0311943 0.0799903 0.0508397 -0.0494416 -0.0503742 0
0.454 0.164867 0.0339512 -0.0329915 0.0330664 0.0816878 0.0491631 -0.0477737 -0.0487053 0
0.456 0.166744 0.0357379 -0.0348269 0.0348862 0.0833889 0.0474833 -0.0461035 -0.0470335 0
0.458 0.16857 0.0374698 -0.0366074 0.0366521 0.0850925 0.0458015 -0.044432 -0.0453598 0
0.46 0.170341 0.0391451 -0.0383314 0.0383625 0.0867975 0.0441188 -0.0427605 -0.0436854 0
0.462 0.172057 0.0407624 -0.0399973 0.0400158 0.0885027 0.0424365 -0.04109 -0.0420113 0
0.464 0.173716 0.0423201 -0.0416035 0.0416105 0.090207 0.0407557 -0.0394218 -0.0403389 0
0.466 0.175317 0.0438167 -0.0431485 0.0431451 0.0919092 0.0390776 -0.037757 -0.0386692 0
0.468 0.176857 0.0452508 -0.0446307 0.0446181 0.0936081 0.0374034 -0.0360969 -0.0370035 0
0.47 0.178336 0.046621 -0.0460488 0.0460282 0.0953027 0.0357344 -0.0344425 -0.0353428 0
0.472 0.179752 0.0479259 -0.0474012 0.0473738 0.0969917 0.0340717 -0.0327951 -0.0336885 0
